ID	Gene Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS
8926019	glutamine amidotransferase(HVO_RS16530)	Haloferax volcanii DS2	4.1.3.27	GO:0000162~tryptophan biosynthetic process,GO:0006541~glutamine metabolic process,GO:0008152~metabolic process,GO:0008652~cellular amino acid biosynthetic process		GO:0004049~anthranilate synthase activity	IPR006221:Anthranilate synthase/para-aminobenzoate synthase like domain,IPR017926:Glutamine amidotransferase	hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01230:Biosynthesis of amino acids	HVO_RS16530	PF00117:Glutamine amidotransferase class-I			Amino-acid biosynthesis,Aromatic amino acid biosynthesis,Complete proteome,Glutamine amidotransferase,Lyase,Reference proteome,Tryptophan biosynthesis,
8924457	glutamine synthetase(HVO_RS05870)	Haloferax volcanii DS2	6.3.1.2	GO:0006542~glutamine biosynthetic process,GO:0009399~nitrogen fixation	GO:0005737~cytoplasm	GO:0004356~glutamate-ammonia ligase activity,GO:0005524~ATP binding	IPR004809:Glutamine synthetase type I,IPR008146:Glutamine synthetase, catalytic domain,IPR008147:Glutamine synthetase, beta-Grasp,IPR014746:Glutamine synthetase/guanido kinase, catalytic domain,IPR027302:Glutamine synthetase, N-terminal conserved site,IPR027303:Glutamine synthetase, glycine-rich site	hvo00220:Arginine biosynthesis,hvo00250:Alanine, aspartate and glutamate metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo00910:Nitrogen metabolism,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01230:Biosynthesis of amino acids,hvo02020:Two-component system	HVO_RS05870	PF00120:Glutamine synthetase, catalytic domain,PF03951:Glutamine synthetase, beta-Grasp domain		SM01230:SM01230	ATP-binding,Complete proteome,Cytoplasm,Ligase,Nucleotide-binding,Phosphoprotein,Reference proteome,
8923778	glutamine--fructose-6-phosphate aminotransferase(HVO_RS04510)	Haloferax volcanii DS2	2.6.1.16	GO:0005975~carbohydrate metabolic process,GO:0006541~glutamine metabolic process,GO:1901137~carbohydrate derivative biosynthetic process	GO:0005737~cytoplasm	GO:0004360~glutamine-fructose-6-phosphate transaminase (isomerizing) activity,GO:0030246~carbohydrate binding	IPR001347:Sugar isomerase (SIS),IPR005855:Glucosamine-fructose-6-phosphate aminotransferase, isomerising,IPR017932:Glutamine amidotransferase type 2 domain	hvo00250:Alanine, aspartate and glutamate metabolism,hvo00520:Amino sugar and nucleotide sugar metabolism,hvo01100:Metabolic pathways,hvo01130:Biosynthesis of antibiotics	HVO_RS04510	PF01380:SIS domain			Aminotransferase,Carbohydrate metabolism,Complete proteome,Cytoplasm,Glutamine amidotransferase,Plasmid,Reference proteome,Repeat,Transferase,
8925989	glutamyl-tRNA reductase(HVO_RS15825)	Haloferax volcanii DS2	1.2.1.70	GO:0006782~protoporphyrinogen IX biosynthetic process		GO:0008883~glutamyl-tRNA reductase activity,GO:0050661~NADP binding	IPR000343:Tetrapyrrole biosynthesis, glutamyl-tRNA reductase,IPR006151:Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase,IPR015895:Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, N-terminal,IPR015896:Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, dimerisation domain,IPR016040:NAD(P)-binding domain,IPR018214:Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, conserved site	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites	HVO_RS15825	PF00745:Glutamyl-tRNAGlu reductase, dimerisation domain,PF01488:Shikimate / quinate 5-dehydrogenase,PF05201:Glutamyl-tRNAGlu reductase, N-terminal domain	PIRSF000445:glutamyl-tRNA reductase		Complete proteome,NADP,Oxidoreductase,Porphyrin biosynthesis,Reference proteome,
8924481	glutamyl-tRNA(Gln) amidotransferase subunit D(HVO_RS16815)	Haloferax volcanii DS2	6.3.5.-	GO:0006412~translation,GO:0006450~regulation of translational fidelity,GO:0006520~cellular amino acid metabolic process		GO:0004067~asparaginase activity,GO:0005524~ATP binding,GO:0016740~transferase activity,GO:0050567~glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	IPR006033:L-asparaginase, type I,IPR006034:Asparaginase/glutaminase,IPR011878:Glutamyl-tRNA(Gln) amidotransferase subunit  D,IPR020827:Asparaginase/glutaminase, active site 1,IPR027473:L-asparaginase, C-terminal domain,IPR027474:L-asparaginase, N-terminal,IPR027475:Asparaginase/glutaminase, active site 2	hvo00970:Aminoacyl-tRNA biosynthesis,hvo01100:Metabolic pathways	HVO_RS16815	PF00710:Asparaginase	PIRSF001220:L-asparaginase/Glutamyl-tRNA(Gln) amidotransferase subunit D,PIRSF500175:glutamyl-tRNA(Gln) amidotransferase, subunit D [Parent=PIRSF001220]	SM00870:SM00870	ATP-binding,Complete proteome,Ligase,Nucleotide-binding,Protein biosynthesis,Reference proteome,Transferase,
8924813	glutamyl-tRNA(Gln) amidotransferase subunit E(HVO_RS18735)	Haloferax volcanii DS2	6.3.5.-	GO:0006412~translation	GO:0005737~cytoplasm	GO:0004812~aminoacyl-tRNA ligase activity,GO:0005524~ATP binding,GO:0016740~transferase activity,GO:0050567~glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	IPR003789:Aspartyl/glutamyl-tRNA amidotransferase subunit B-related,IPR004115:GAD domain,IPR004414:Glutamyl-tRNA(Gln) amidotransferase subunit E,IPR006075:Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic,IPR017958:Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site,IPR017959:Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E,IPR018027:Asn/Gln amidotransferase,IPR023168:Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B, C-terminal	hvo00970:Aminoacyl-tRNA biosynthesis,hvo01100:Metabolic pathways	HVO_RS18735	PF02637:GatB domain,PF02934:GatB/GatE catalytic domain,PF02938:GAD domain		SM00845:SM00845	ATP-binding,Complete proteome,Ligase,Nucleotide-binding,Protein biosynthesis,Reference proteome,Transferase,
8925490	glutaredoxin(HVO_RS05920)	Haloferax volcanii DS2		GO:0045454~cell redox homeostasis	GO:0005623~cell	GO:0009055~electron carrier activity,GO:0016740~transferase activity	IPR004045:Glutathione S-transferase, N-terminal,IPR011767:Glutaredoxin active site,IPR012336:Thioredoxin-like fold		HVO_RS05920	PF13417:Glutathione S-transferase, N-terminal domain			Complete proteome,Reference proteome,Transferase,
8924124	glutaredoxin(HVO_RS06325)	Haloferax volcanii DS2		GO:0045454~cell redox homeostasis	GO:0005623~cell	GO:0009055~electron carrier activity,GO:0015035~protein disulfide oxidoreductase activity	IPR002109:Glutaredoxin,IPR004045:Glutathione S-transferase, N-terminal,IPR011767:Glutaredoxin active site,IPR012336:Thioredoxin-like fold		HVO_RS06325	PF13417:Glutathione S-transferase, N-terminal domain			Complete proteome,Reference proteome,
8925961	glutaredoxin(HVO_RS09890)	Haloferax volcanii DS2		GO:0045454~cell redox homeostasis	GO:0005623~cell	GO:0009055~electron carrier activity,GO:0015035~protein disulfide oxidoreductase activity	IPR002109:Glutaredoxin,IPR004480:Monothiol glutaredoxin-related,IPR012336:Thioredoxin-like fold,IPR014434:Monothiol glutaredoxin		HVO_RS09890	PF00462:Glutaredoxin	PIRSF005894:monothiol glutaredoxin		Complete proteome,Reference proteome,
8926172	glutaredoxin(HVO_RS16240)	Haloferax volcanii DS2		GO:0045454~cell redox homeostasis	GO:0005623~cell	GO:0009055~electron carrier activity	IPR004045:Glutathione S-transferase, N-terminal,IPR011767:Glutaredoxin active site,IPR012336:Thioredoxin-like fold		HVO_RS16240	PF13417:Glutathione S-transferase, N-terminal domain			Complete proteome,Reference proteome,
8919059	glutathione ABC transporter permease(HVO_RS00910)	Haloferax volcanii DS2		GO:0006810~transport	GO:0005886~plasma membrane,GO:0016021~integral component of membrane		IPR000515:Binding-protein-dependent transport systems inner membrane component		HVO_RS00910	PF00528:Binding-protein-dependent transport system inner membrane component			Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,Transport,
8923548	glutathione ABC transporter permease(HVO_RS03745)	Haloferax volcanii DS2		GO:0006810~transport	GO:0005886~plasma membrane,GO:0016021~integral component of membrane		IPR000515:Binding-protein-dependent transport systems inner membrane component		HVO_RS03745	PF00528:Binding-protein-dependent transport system inner membrane component			Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,Transport,
8925886	glutathione-dependent reductase(HVO_RS07925)	Haloferax volcanii DS2	2.5.1.18			GO:0004364~glutathione transferase activity	IPR004045:Glutathione S-transferase, N-terminal,IPR010987:Glutathione S-transferase, C-terminal-like,IPR012336:Thioredoxin-like fold,IPR016639:Glutathione S-transferase (GST)		HVO_RS07925	PF13409:Glutathione S-transferase, N-terminal domain	PIRSF015753:glutathione S-transferase		Complete proteome,Reference proteome,Transferase,
8926519	glyceraldehyde-3-phosphate dehydrogenase(HVO_RS07010)	Haloferax volcanii DS2	1.2.1.59	GO:0006096~glycolytic process,GO:0009089~lysine biosynthetic process via diaminopimelate	GO:0005737~cytoplasm	GO:0004365~glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,GO:0008839~4-hydroxy-tetrahydrodipicolinate reductase,GO:0050661~NADP binding,GO:0051287~NAD binding	IPR000846:Dihydrodipicolinate reductase, N-terminal,IPR006436:Glyceraldehyde-3-phosphate dehydrogenase, type II,IPR016040:NAD(P)-binding domain,IPR020828:Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain,IPR020829:Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain,IPR020830:Glyceraldehyde 3-phosphate dehydrogenase, active site,IPR020831:Glyceraldehyde/Erythrose phosphate dehydrogenase family	hvo00010:Glycolysis / Gluconeogenesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS07010	PF01113:Dihydrodipicolinate reductase, N-terminus,PF02800:Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	PIRSF000149:glyceraldehyde-3-phosphate dehydrogenase	SM00846:SM00846	Complete proteome,Cytoplasm,Glycolysis,NAD,NADP,Oxidoreductase,Reference proteome,
8926676	glycerol kinase(HVO_RS12100)	Haloferax volcanii DS2	2.7.1.30	GO:0006072~glycerol-3-phosphate metabolic process,GO:0019563~glycerol catabolic process		GO:0004370~glycerol kinase activity,GO:0005524~ATP binding	IPR005999:Glycerol kinase,IPR018483:Carbohydrate kinase, FGGY, conserved site,IPR018484:Carbohydrate kinase, FGGY, N-terminal,IPR018485:Carbohydrate kinase, FGGY, C-terminal	hvo00561:Glycerolipid metabolism,hvo01100:Metabolic pathways	HVO_RS12100	PF00370:FGGY family of carbohydrate kinases, N-terminal domain,PF02782:FGGY family of carbohydrate kinases, C-terminal domain	PIRSF000538:keto-sugar kinase		ATP-binding,Complete proteome,Glycerol metabolism,Kinase,Nucleotide-binding,Reference proteome,Transferase,
8919312	glycerophosphodiester phosphodiesterase(HVO_RS01410)	Haloferax volcanii DS2		GO:0006629~lipid metabolic process		GO:0008889~glycerophosphodiester phosphodiesterase activity	IPR004129:Glycerophosphoryl diester phosphodiesterase,IPR017946:PLC-like phosphodiesterase, TIM beta/alpha-barrel domain	hvo00564:Glycerophospholipid metabolism	HVO_RS01410	PF03009:Glycerophosphoryl diester phosphodiesterase family			Complete proteome,Plasmid,Reference proteome,
8925957	glycerophosphodiester phosphodiesterase(HVO_RS16630)	Haloferax volcanii DS2		GO:0006629~lipid metabolic process		GO:0008889~glycerophosphodiester phosphodiesterase activity	IPR004129:Glycerophosphoryl diester phosphodiesterase,IPR017946:PLC-like phosphodiesterase, TIM beta/alpha-barrel domain	hvo00564:Glycerophospholipid metabolism	HVO_RS16630	PF03009:Glycerophosphoryl diester phosphodiesterase family			Complete proteome,Reference proteome,
8925110	glycine cleavage system protein H(HVO_RS16270)	Haloferax volcanii DS2		GO:0019464~glycine decarboxylation via glycine cleavage system	GO:0005960~glycine cleavage complex		IPR000089:Biotin/lipoyl attachment,IPR002930:Glycine cleavage H-protein,IPR003016:2-oxo acid dehydrogenase, lipoyl-binding site,IPR011053:Single hybrid motif,IPR017453:Glycine cleavage H-protein, subgroup	hvo00260:Glycine, serine and threonine metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics	HVO_RS16270				Complete proteome,Lipoyl,Reference proteome,
8919270	glycine cleavage system protein T(HVO_RS00060)	Haloferax volcanii DS2	1.5.3.1,2.1.2.10			GO:0004047~aminomethyltransferase activity,GO:0008115~sarcosine oxidase activity	IPR006076:FAD dependent oxidoreductase,IPR006222:Glycine cleavage T-protein, N-terminal,IPR013977:Glycine cleavage T-protein, C-terminal barrel,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,IPR027266:GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1		HVO_RS00060	PF01266:FAD dependent oxidoreductase,PF01571:Aminomethyltransferase folate-binding domain,PF08669:Glycine cleavage T-protein C-terminal barrel domain			Complete proteome,Oxidoreductase,Plasmid,Reference proteome,Transferase,
8924419	glycine cleavage system protein T(HVO_RS06615)	Haloferax volcanii DS2					IPR006222:Glycine cleavage T-protein, N-terminal,IPR013977:Glycine cleavage T-protein, C-terminal barrel,IPR017703:YgfZ/GcvT conserved site,IPR027266:GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1	hvo00260:Glycine, serine and threonine metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo00670:One carbon pool by folate,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism	HVO_RS06615	PF01571:Aminomethyltransferase folate-binding domain,PF08669:Glycine cleavage T-protein C-terminal barrel domain	PIRSF006487:aminomethyltransferase		Complete proteome,Reference proteome,
8925853	glycine cleavage system protein T(HVO_RS16275)	Haloferax volcanii DS2	2.1.2.10	GO:0019464~glycine decarboxylation via glycine cleavage system		GO:0004047~aminomethyltransferase activity,GO:0008483~transaminase activity	IPR006222:Glycine cleavage T-protein, N-terminal,IPR006223:Glycine cleavage system T protein,IPR013977:Glycine cleavage T-protein, C-terminal barrel,IPR022903:Aminomethyltransferase,IPR027266:GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1	hvo00260:Glycine, serine and threonine metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo00670:One carbon pool by folate,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism	HVO_RS16275	PF01571:Aminomethyltransferase folate-binding domain,PF08669:Glycine cleavage T-protein C-terminal barrel domain	PIRSF006487:aminomethyltransferase		Aminotransferase,Complete proteome,Methyltransferase,Reference proteome,Transferase,
8925604	glycine dehydrogenase (aminomethyl-transferring)(HVO_RS16260)	Haloferax volcanii DS2	1.4.4.2	GO:0006546~glycine catabolic process		GO:0004375~glycine dehydrogenase (decarboxylating) activity	IPR000192:Aminotransferase, class V/Cysteine desulfurase,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015424:Pyridoxal phosphate-dependent transferase,IPR020581:Glycine cleavage system P protein	hvo00260:Glycine, serine and threonine metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism	HVO_RS16260	PF00266:Aminotransferase class-V			Complete proteome,Oxidoreductase,Reference proteome,
8926389	glycine dehydrogenase (aminomethyl-transferring)(HVO_RS16265)	Haloferax volcanii DS2	1.4.4.2	GO:0006546~glycine catabolic process		GO:0004375~glycine dehydrogenase (decarboxylating) activity	IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015424:Pyridoxal phosphate-dependent transferase,IPR020581:Glycine cleavage system P protein	hvo00260:Glycine, serine and threonine metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism	HVO_RS16265	PF02347:Glycine cleavage system P-protein			Complete proteome,Oxidoreductase,Reference proteome,
8923896	glycine--tRNA ligase(HVO_RS04960)	Haloferax volcanii DS2	6.1.1.14	GO:0006426~glycyl-tRNA aminoacylation	GO:0005737~cytoplasm	GO:0004820~glycine-tRNA ligase activity,GO:0005524~ATP binding	IPR002314:Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain,IPR002315:Glycyl-tRNA synthetase, alpha2 dimer,IPR004154:Anticodon-binding,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR027031:Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2	hvo00970:Aminoacyl-tRNA biosynthesis	HVO_RS04960	PF00587:tRNA synthetase class II core domain (G, H, P, S and T),PF03129:Anticodon binding domain			Aminoacyl-tRNA synthetase,Complete proteome,Ligase,Reference proteome,
8919032	glycine/betaine ABC transporter(HVO_RS00055)	Haloferax volcanii DS2			GO:0016021~integral component of membrane	GO:0005215~transporter activity	IPR000060:BCCT transporter family,IPR018093:BCCT transporter, conserved site		HVO_RS00055	PF02028:BCCT family transporter			Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,
8919225	glycoside hydrolase family 28(HVO_RS01560)	Haloferax volcanii DS2							HVO_RS01560,
8919080	glycoside hydrolase family 4(HVO_RS01655)	Haloferax volcanii DS2		GO:0005975~carbohydrate metabolic process		GO:0004553~hydrolase activity, hydrolyzing O-glycosyl compounds,GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	IPR001088:Glycoside hydrolase, family 4,IPR015955:Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal,IPR016040:NAD(P)-binding domain,IPR022616:Glycosyl hydrolase, family 4, C-terminal	hvo00052:Galactose metabolism,hvo00561:Glycerolipid metabolism	HVO_RS01655	PF02056:Family 4 glycosyl hydrolase,PF11975:Family 4 glycosyl hydrolase C-terminal domain			Complete proteome,Plasmid,Reference proteome,
8919330	glycosyl hydrolase family 88(HVO_RS00495)	Haloferax volcanii DS2				GO:0016787~hydrolase activity	IPR008928:Six-hairpin glycosidase-like,IPR010905:Glycosyl hydrolase, family 88,IPR012341:Six-hairpin glycosidase		HVO_RS00495	PF07470:Glycosyl Hydrolase Family 88			Complete proteome,Hydrolase,Plasmid,Reference proteome,
8919297	glycosyl hydrolase(HVO_RS01140)	Haloferax volcanii DS2					IPR002860:BNR repeat,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR011040:Sialidases		HVO_RS01140	PF02012:BNR/Asp-box repeat			Complete proteome,Plasmid,Reference proteome,
8919364	glycosyl hydrolase(HVO_RS01640)	Haloferax volcanii DS2							HVO_RS01640	PF06283:Trehalose utilisation			Complete proteome,Plasmid,Reference proteome,
8925287	glycosyl hydrolase(HVO_RS14735)	Haloferax volcanii DS2		GO:0005975~carbohydrate metabolic process		GO:0004553~hydrolase activity, hydrolyzing O-glycosyl compounds	IPR001764:Glycoside hydrolase, family 3, N-terminal,IPR002772:Glycoside hydrolase family 3 C-terminal domain,IPR017853:Glycoside hydrolase, superfamily,IPR026891:Fibronectin type III-like domain,IPR026892:Glycoside hydrolase family 3	hvo00460:Cyanoamino acid metabolism,hvo00500:Starch and sucrose metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites	HVO_RS14735	PF00933:Glycosyl hydrolase family 3 N terminal domain,PF01915:Glycosyl hydrolase family 3 C-terminal domain,PF14310:Fibronectin type III-like domain		SM01217:SM01217	Complete proteome,Hydrolase,Reference proteome,
8924949	glycosyl transferase family 1(HVO_RS08655)	Haloferax volcanii DS2					IPR001296:Glycosyl transferase, family 1		HVO_RS08655	PF00534:Glycosyl transferases group 1,PF13579:Glycosyl transferase 4-like domain			Complete proteome,Reference proteome,
8925395	glycosyl transferase family 1(HVO_RS10315)	Haloferax volcanii DS2	2.4.-.-			GO:0016757~transferase activity, transferring glycosyl groups	IPR001296:Glycosyl transferase, family 1		HVO_RS10315	PF00534:Glycosyl transferases group 1,PF13439:Glycosyltransferase Family 4			Complete proteome,Glycosyltransferase,Reference proteome,Transferase,
8926376	glycosyl transferase family 1(HVO_RS10320)	Haloferax volcanii DS2	2.4.1.-			GO:0016757~transferase activity, transferring glycosyl groups	IPR001296:Glycosyl transferase, family 1		HVO_RS10320	PF00534:Glycosyl transferases group 1,PF13439:Glycosyltransferase Family 4			Complete proteome,Glycosyltransferase,Reference proteome,Transferase,
8926469	glycosyl transferase family 1(HVO_RS14530)	Haloferax volcanii DS2	2.4.-.-			GO:0016757~transferase activity, transferring glycosyl groups	IPR001296:Glycosyl transferase, family 1		HVO_RS14530	PF00534:Glycosyl transferases group 1			Complete proteome,Glycosyltransferase,Reference proteome,Transferase,
8923278	glycosyl transferase family 2(HVO_RS02725)	Haloferax volcanii DS2			GO:0016021~integral component of membrane	GO:0016740~transferase activity	IPR001173:Glycosyl transferase, family 2		HVO_RS02725	PF00535:Glycosyl transferase family 2			Complete proteome,Membrane,Plasmid,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
8925510	glycosyl transferase family 2(HVO_RS08410)	Haloferax volcanii DS2	2.4.-.-			GO:0016757~transferase activity, transferring glycosyl groups	IPR001173:Glycosyl transferase, family 2		HVO_RS08410	PF00535:Glycosyl transferase family 2			Complete proteome,Glycosyltransferase,Reference proteome,Transferase,
8923970	glycosyl transferase family 2(HVO_RS12455)	Haloferax volcanii DS2	2.4.1.-			GO:0016757~transferase activity, transferring glycosyl groups	IPR001173:Glycosyl transferase, family 2		HVO_RS12455	PF00535:Glycosyl transferase family 2			Complete proteome,Glycosyltransferase,Reference proteome,Transferase,
8926215	glycosyl transferase family A(HVO_RS12045)	Haloferax volcanii DS2	2.4.1.-	GO:0045232~S-layer organization	GO:0005886~plasma membrane,GO:0016021~integral component of membrane	GO:0016740~transferase activity,GO:0016757~transferase activity, transferring glycosyl groups	IPR001173:Glycosyl transferase, family 2		HVO_RS12045	PF00535:Glycosyl transferase family 2			Cell membrane,Complete proteome,Glycosyltransferase,Membrane,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
8923820	glycosyl transferase(HVO_RS02795)	Haloferax volcanii DS2				GO:0016740~transferase activity			HVO_RS02795	PF13439:Glycosyltransferase Family 4			Complete proteome,Plasmid,Reference proteome,Transferase,
8924085	glycosyl transferase(HVO_RS08530)	Haloferax volcanii DS2	2.4.1.-	GO:0045232~S-layer organization	GO:0005886~plasma membrane,GO:0016021~integral component of membrane	GO:0016740~transferase activity,GO:0016757~transferase activity, transferring glycosyl groups	IPR001173:Glycosyl transferase, family 2,IPR022791:Lysylphosphatidylglycerol synthetase/glycosyltransferase AglD		HVO_RS08530	PF00535:Glycosyl transferase family 2,PF03706:Uncharacterised protein family (UPF0104)			Cell membrane,Complete proteome,Glycosyltransferase,Membrane,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
8925302	glycosyl transferase(HVO_RS10860)	Haloferax volcanii DS2	2.4.-.-			GO:0016757~transferase activity, transferring glycosyl groups	IPR001296:Glycosyl transferase, family 1		HVO_RS10860	PF00534:Glycosyl transferases group 1,PF13439:Glycosyltransferase Family 4			Complete proteome,Glycosyltransferase,Reference proteome,Transferase,
8925594	glycosyl transferase(HVO_RS12015)	Haloferax volcanii DS2	2.4.1.-	GO:0045232~S-layer organization	GO:0005886~plasma membrane,GO:0016021~integral component of membrane	GO:0016757~transferase activity, transferring glycosyl groups	IPR001173:Glycosyl transferase, family 2,IPR026456:Glycosyltransferase AglJ-like	hvo01100:Metabolic pathways	HVO_RS12015	PF00535:Glycosyl transferase family 2			Cell membrane,Complete proteome,Glycosyltransferase,Membrane,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
8925953	glycosyl transferase(HVO_RS12040)	Haloferax volcanii DS2	2.4.1.-	GO:0045232~S-layer organization	GO:0005886~plasma membrane,GO:0016021~integral component of membrane	GO:0016757~transferase activity, transferring glycosyl groups	IPR001173:Glycosyl transferase, family 2		HVO_RS12040	PF00535:Glycosyl transferase family 2			Cell membrane,Complete proteome,Glycosyltransferase,Membrane,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
8926118	glycosyl transferase(HVO_RS14610)	Haloferax volcanii DS2	2.4.1.-	GO:0006486~protein glycosylation,GO:0045232~S-layer organization	GO:0016021~integral component of membrane	GO:0016757~transferase activity, transferring glycosyl groups	IPR001173:Glycosyl transferase, family 2		HVO_RS14610	PF00535:Glycosyl transferase family 2			Complete proteome,Glycosyltransferase,Membrane,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
8925277	glycosyltransferase type 1(HVO_RS11155)	Haloferax volcanii DS2				GO:0016740~transferase activity	IPR001296:Glycosyl transferase, family 1		HVO_RS11155	PF00534:Glycosyl transferases group 1,PF13439:Glycosyltransferase Family 4			Complete proteome,Transferase,
8924172	glyoxalase(HVO_RS06740)	Haloferax volcanii DS2				GO:0004462~lactoylglutathione lyase activity,GO:0046872~metal ion binding,GO:0051213~dioxygenase activity	IPR004360:Glyoxalase/fosfomycin resistance/dioxygenase domain,IPR018146:Glyoxalase I, conserved site	hvo00361:Chlorocyclohexane and chlorobenzene degradation,hvo00362:Benzoate degradation,hvo00622:Xylene degradation,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01220:Degradation of aromatic compounds	HVO_RS06740	PF00903:Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily			Complete proteome,Dioxygenase,Oxidoreductase,Reference proteome,
8925959	glyoxalase(HVO_RS09080)	Haloferax volcanii DS2				GO:0016829~lyase activity	IPR004360:Glyoxalase/fosfomycin resistance/dioxygenase domain	hvo00620:Pyruvate metabolism	HVO_RS09080	PF00903:Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily			Complete proteome,Lyase,Reference proteome,
8923481	guanosine monophosphate reductase(HVO_RS04465)	Haloferax volcanii DS2		GO:0006164~purine nucleotide biosynthetic process		GO:0003938~IMP dehydrogenase activity	IPR001093:IMP dehydrogenase/GMP reductase,IPR005990:Inosine-5'-monophosphate dehydrogenase,IPR013785:Aldolase-type TIM barrel	hvo00230:Purine metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites	HVO_RS04465	PF00478:IMP dehydrogenase / GMP reductase domain			Complete proteome,
8924560	haloacid dehalogenase(HVO_RS06770)	Haloferax volcanii DS2		GO:0008152~metabolic process		GO:0016787~hydrolase activity	IPR006438:HAD-superfamily hydrolase, subfamily IA, hypothetical 1,IPR006439:HAD-superfamily hydrolase, subfamily IA, variant 1,IPR023214:HAD-like domain		HVO_RS06770				Complete proteome,Hydrolase,Reference proteome,
8925470	haloacid dehalogenase(HVO_RS07520)	Haloferax volcanii DS2		GO:0008152~metabolic process		GO:0016787~hydrolase activity	IPR006439:HAD-superfamily hydrolase, subfamily IA, variant 1,IPR023214:HAD-like domain		HVO_RS07520				Complete proteome,Hydrolase,Reference proteome,
